id,age,salary,department_id,score,years_experience
2381,56,2247133,15,16.89,9
2382,22,84561,2,53.91,1
2383,29,76994,18,65.38,7
2384,28,80849,10,16.48,1
2385,20,132534,12,40.98,1
2386,18,74391,12,69.87,1
2387,36,112450,11,86.42,4
2388,51,106587,9,47.1,9
2389,39,66887,19,24.97,16
2390,49,52573,1,92.2,26
2391,64,207582,14,81.39,28
2392,18,58652,5,47.06,1
2393,25,393879,17,38.87,3
2394,31,111527,12,97.98,1
2395,21,119298,19,15.65,0
2396,23,61915,17,15.6,1
2397,41,471038,4,34.28,18
2398,31,68725,4,77.64,5
2399,26,81708,15,23.37,3
2400,34,156093,7,65.66,8
2401,34,188775,12,4.08,4
2402,30,51185,18,66.68,2
2403,35,79254,6,61.51,11
2404,49,75503,17,43.69,7
2405,23,97297,19,80.01,0
2406,41,317672,17,58.39,2
2407,33,327130,2,81.53,7
2408,25,174142,4,64.12,2
2409,34,80146,4,60.62,10
2410,40,88374,1,69.02,7
2411,34,347021,19,11.92,5
2412,47,63051,1,9.02,24
2413,25,61406,4,79.81,1
2414,57,669447,16,33.15,23
2415,30,104792,10,45.88,6
2416,38,391000,10,13.77,0
2417,40,74486,4,80.63,14
2418,44,219044,1,0.49,15
2419,49,127443,12,72.05,12
2420,44,65659,5,98.86,7
2421,47,154118,2,77.01,20
2422,31,105933,18,89.07,9
2423,32,84452,17,26.78,6
2424,43,173565,18,56.18,13
2425,39,66921,9,74.16,4
2426,44,6353520,8,34.48,19
2427,48,563642,18,23.92,2
2428,18,223546,10,33.45,0
2429,30,53008,18,21.59,7
2430,30,80579,14,63.11,1
2431,36,51733,7,26.41,1
2432,42,54170,18,27.45,14
2433,25,50977,14,69.73,0
2434,37,59843,13,64.92,6
2435,48,54824,17,32.07,3
2436,40,97350,15,63.14,0
2437,44,668237,9,39.43,3
2438,40,283540,14,74.54,2
2439,27,51971,19,54.32,0
2440,44,50038,6,1.8,11
2441,33,397709,4,5.72,7
2442,61,28154438,13,21.36,38
2443,29,65539,19,51.89,1
2444,28,135006,16,59.73,4
2445,25,82751,4,85.53,3
2446,43,135732,8,16.87,17
2447,34,894676,1,97.49,5
2448,47,60480,1,64.6,6
2449,40,53374,20,22.34,15
2450,42,482225,18,68.45,1
2451,50,124358,2,66.33,24
2452,37,75739,5,13.49,8
2453,44,97968,9,61.45,6
2454,24,436300,12,56.67,2
2455,36,145270,1,11.88,7
2456,20,132147,15,25.52,0
2457,39,387815,4,35.02,3
2458,40,129972,17,92.48,0
2459,52,189177,15,37.32,30
2460,36,422428,11,25.56,1
2461,42,1963388,3,71.98,12
2462,40,136446,4,42.78,10
2463,45,68842,7,51.72,18
2464,34,68738,6,62.83,6
2465,30,68846,9,3.44,8
2466,41,114067,2,54.69,16
2467,31,66718,8,34.85,4
2468,45,110025,6,22.62,19
2469,19,115896,1,43.49,1
2470,46,76136,15,31.48,22
2471,48,85518,11,87.39,9
2472,46,67945,19,91.8,18
2473,26,122852,17,53.58,2
2474,20,51524,3,11.58,0
2475,29,176471,11,9.73,3
2476,31,191870,7,39.96,9
2477,26,541744,1,8.0,3
2478,29,62652,18,18.82,4
2479,38,96289,4,3.35,1
2480,41,407817,9,53.95,10
2481,22,495498,2,9.04,0
2482,48,124089,10,15.43,7
2483,41,495787,19,8.21,2
2484,51,328949,3,42.94,17
2485,31,59064,14,51.3,3
2486,21,72661,11,42.62,0
2487,36,113891,19,97.88,3
2488,20,75586,8,23.39,1
2489,33,194891,5,98.82,0
2490,53,85324,5,13.17,6
2491,30,384652,8,50.43,0
2492,33,208805,13,83.99,2
2493,21,370322,12,85.51,0
2494,29,159384,18,59.8,2
2495,44,88982,5,14.74,1
2496,28,65522,6,95.85,4
2497,35,286622,10,59.24,12
2498,30,94300,12,74.72,5
2499,19,54842,18,30.4,1
2500,28,120145,5,17.29,3
2501,43,424706,9,23.64,17
2502,29,109794,4,43.87,7
2503,26,102545,16,45.99,4
2504,38,1576036,12,27.88,6
2505,23,130388,14,31.36,0
2506,31,121739,7,95.21,2
2507,43,773529,4,68.12,17
2508,40,107338,11,89.07,3
2509,20,110063,5,88.88,1
2510,36,69652,15,91.76,8
2511,36,57732,2,85.85,14
2512,29,73513,2,60.4,7
2513,56,72936,18,82.43,12
2514,23,51690,13,75.06,1
2515,39,130264,15,43.77,16
2516,43,554501,7,36.71,4
2517,30,56089,15,50.61,8
2518,37,105945,7,86.32,10
2519,42,52873,17,94.56,17
2520,49,55555,4,32.22,13
2521,38,175370,3,85.13,15
2522,18,50874,14,80.54,1
2523,35,63725,20,36.15,7
2524,48,89928,11,59.24,9
2525,48,121181,2,38.81,19
2526,52,92096,3,62.14,13
2527,50,58536,11,82.02,21
2528,41,95089,13,36.47,13
2529,24,66509,14,25.41,2
2530,41,52899,7,41.65,15
2531,35,62789,12,62.14,5
2532,22,155921,14,91.08,1
2533,39,186617,10,68.62,10
2534,34,176682,10,49.01,0
2535,18,218450,12,33.26,1
2536,27,50567,17,13.79,2
2537,52,58665,10,25.44,12
2538,47,73556,12,57.14,18
2539,31,102246,5,90.89,7
2540,35,69003,3,67.7,10
2541,37,50083,2,40.48,15
2542,18,284894,16,83.43,0
2543,40,119917,4,55.66,0
2544,45,122922,18,18.54,7
2545,31,95113,12,61.75,0
2546,47,128935,6,35.22,16
2547,46,63110,7,71.73,15
2548,33,122670,18,56.7,8
2549,32,835301,20,45.64,10
2550,39,82895,4,34.11,9
2551,28,206077,1,54.78,2
2552,36,87466,14,51.66,14
2553,46,88895,18,71.74,17
2554,38,52787,3,47.68,9
2555,31,59772,11,18.6,7
2556,34,186359,18,35.12,0
2557,29,74768,5,5.82,1
2558,38,103499,15,52.34,13
2559,42,123362,16,3.31,0
2560,44,1402839,10,31.07,14
2561,28,88590,4,18.79,4
2562,40,174938,8,42.4,2
2563,18,2750514,5,71.47,1
2564,33,60544,18,1.21,8
2565,18,106434,14,87.19,0
2566,18,881728,10,60.78,1
2567,29,59242,14,30.42,7
2568,36,200668,7,89.67,6
2569,49,66850,17,58.68,15
2570,34,191373,10,53.69,3
2571,47,64453,6,7.74,24
2572,35,79598,7,42.77,11
2573,57,65222,20,89.11,27
2574,23,96093,18,32.64,1
2575,38,136021,19,23.72,2
2576,45,333833,13,87.04,23
2577,18,76612,1,26.3,0
2578,54,99128,1,24.13,3
2579,35,81042,1,3.36,7
2580,47,2063570,4,0.21,23
2581,18,250378,10,34.91,1
2582,49,76810,1,98.17,26
2583,19,2479049113,13,45.32,0
2584,30,2466774,20,87.03,7
2585,41,141534,19,58.99,19
2586,41,581969,19,42.53,8
2587,45,152553,4,51.37,0
2588,28,99749,15,8.88,3
2589,30,93354,9,40.75,1
2590,35,94960,2,45.67,10
2591,33,229053,13,86.08,6
2592,39,57309,6,58.41,0
2593,22,52082,17,84.6,1
2594,45,108595,10,89.13,2
2595,19,62998,7,48.31,0
2596,33,54572,20,33.1,5
2597,36,213809,7,35.13,13
2598,35,3736883,9,0.66,13
2599,41,258735,15,88.07,5
2600,22,73008,13,13.45,0
2601,22,64255,4,10.57,0
2602,30,58290,9,73.64,3
2603,30,360319,11,8.89,3
2604,33,57994,2,18.01,9
2605,41,239921,18,28.96,7
2606,44,72039,6,23.78,14
2607,28,67719,2,16.03,3
2608,34,192834,12,79.38,8
2609,30,85720,2,80.38,5
2610,45,123788,6,47.03,6
2611,37,76636,9,47.55,3
2612,44,51497,13,99.05,20
2613,27,401937,2,79.62,0
2614,35,79684,11,2.73,3
2615,33,102312,10,79.15,1
2616,27,77607,13,23.21,3
2617,18,131737,17,39.99,0
2618,30,342174,13,23.86,2
2619,34,346135,8,47.26,11
2620,32,319797,19,36.09,9
2621,34,97454,9,58.7,8
2622,49,66633,20,14.43,23
2623,57,251648,4,56.31,34
2624,27,130559,12,74.87,4
2625,45,50105,14,25.78,18
2626,48,124646,6,45.45,22
2627,57,79443,1,90.53,2
2628,46,1720976,3,21.93,9
2629,32,3581751,3,62.03,5
2630,20,377598,7,91.34,0
2631,30,151212,2,60.45,7
2632,44,152784,18,42.77,12
2633,33,162819,19,52.46,0
2634,28,77991,3,47.62,6
2635,54,50988,4,18.1,32
2636,18,251156,8,5.42,1
2637,33,149120,6,13.3,2
2638,40,121320,3,95.29,14
2639,29,219636,11,35.92,0
2640,41,60193,12,66.01,6
2641,41,57368,12,28.54,2
2642,37,208998,12,22.54,10
2643,39,175532,3,86.69,8
2644,37,414956,7,86.41,5
2645,28,62891,10,14.92,2
2646,42,87475,18,66.48,8
2647,34,68650,1,21.69,5
2648,43,86179,5,21.72,2
2649,39,65260,9,68.71,9
2650,40,425333,8,50.4,6
2651,26,70526,4,12.53,3
2652,33,51403,17,64.59,3
2653,38,70595,3,79.17,1
2654,27,252400,1,66.37,4
2655,44,259224,20,34.82,19
2656,31,2545808,6,60.25,2
2657,33,79613,1,35.0,8
2658,39,420118,8,15.09,7
2659,42,115015,8,70.82,12
2660,43,125221,2,61.18,10
2661,32,63342,12,43.67,8
2662,28,222839,8,50.16,2
2663,21,103818,9,9.29,1
2664,38,315961,14,29.2,6
2665,36,193024,14,29.97,3
2666,42,69157,17,24.79,16
2667,32,57803,9,98.33,7
2668,33,59017,11,44.52,9
2669,38,67293,3,43.8,15
2670,43,3148675,20,17.84,16
2671,32,104630,14,81.67,2
2672,28,491738,20,22.01,4
2673,26,50114,6,40.69,3
2674,18,102699,19,79.0,1
2675,32,82918,5,92.14,5
2676,53,87275,16,89.61,13
2677,36,169973,16,46.24,7
2678,35,80978,6,86.63,6
2679,38,158809,17,79.47,2
2680,32,101560,10,44.7,10
2681,25,59726,4,19.15,1
2682,31,126367,11,94.73,0
2683,39,783815,1,7.94,2
2684,36,210697,11,26.55,11
2685,44,73805,7,54.49,8
2686,33,50310,1,13.65,8
2687,51,63627,14,79.14,1
2688,31,388806,14,19.78,7
2689,42,59388,12,80.1,14
2690,35,101528,19,95.81,2
2691,33,90762,15,4.52,8
2692,49,641425,6,95.43,5
2693,33,145815,2,66.34,1
2694,25,68496,9,19.59,3
2695,45,83159,12,96.78,2
2696,41,87430,19,25.33,12
2697,47,56942,14,58.32,22
2698,41,77558,10,9.06,9
2699,45,134703,12,91.09,10
2700,28,180551,7,51.92,0
2701,38,55732,8,35.98,0
2702,41,69314,20,21.77,1
2703,37,1650186,8,51.45,13
2704,32,55628,9,58.92,9
2705,33,82456,12,7.86,5
2706,21,182167,10,37.75,1
2707,47,306072,3,53.67,20
2708,51,169081,18,66.63,24
2709,18,56924,18,34.94,0
2710,34,63533,20,59.26,11
2711,22,64015,17,64.83,0
2712,25,408930,20,48.94,1
2713,34,100301,11,69.88,7
2714,35,84523,10,65.56,6
2715,27,153195,8,47.04,5
2716,43,316597,14,2.83,5
2717,18,176307,15,98.92,0
2718,18,85843,11,1.18,1
2719,43,64456,4,40.96,2
2720,32,63121,13,71.91,8
2721,50,1200289,4,57.24,12
2722,19,234300,7,88.77,1
2723,25,218202,13,76.88,1
2724,58,58062,17,52.58,20
2725,32,70209,2,47.6,3
2726,26,54049,14,13.39,4
2727,18,56128,2,23.73,0
2728,41,90446,13,23.47,2
2729,30,132584,5,53.73,7
2730,28,380413,19,2.92,4
2731,33,53842,4,13.11,11
2732,29,98884,8,69.04,3
2733,35,822132,4,15.89,6
2734,18,258525,3,89.08,0
2735,19,102050,13,59.21,1
2736,38,268405,13,30.24,9
2737,32,56794,10,96.88,2
2738,39,80387,3,37.58,16
2739,40,51487,17,14.08,14
2740,23,323558,20,78.41,0
2741,28,55311,8,83.0,6
2742,43,125540,18,42.09,8
2743,18,55870,8,48.71,1
2744,53,53363,17,27.73,25
2745,41,89171,2,81.66,9
2746,38,51317,18,69.27,7
2747,46,594604,19,30.19,24
2748,36,88944,10,42.58,10
2749,47,53032,7,85.04,21
2750,43,52742,19,43.46,13
2751,23,69337,15,8.7,1
2752,41,71882,6,17.56,19
2753,36,68696,8,91.19,9
2754,53,142709,17,55.07,1
2755,47,56771,4,96.34,17
2756,36,61772,19,38.57,8
2757,46,494238,9,75.36,12
2758,47,62047,20,96.76,23
2759,53,115789,5,25.8,31
2760,22,114782,7,81.7,0
2761,31,98409,20,40.49,2
2762,51,51038,10,41.64,4
2763,31,51555,20,32.98,7
2764,30,71320,11,16.02,4
2765,27,90726,10,1.45,2
2766,51,50783,12,31.03,28
2767,36,376093,14,42.7,8
2768,39,2661457,10,4.3,1
2769,28,110323,15,91.32,3
2770,50,145185,17,79.41,0
2771,34,64702,18,91.65,10
2772,29,87883,15,48.46,1
2773,45,55543,13,43.81,6
2774,30,93180,2,19.46,4
2775,46,162098,17,66.15,6
2776,29,71896,2,45.38,7
2777,19,213741,12,41.27,0
2778,43,74845,2,19.24,16
2779,18,65356,15,37.81,0
2780,31,81391,3,1.23,7
2781,24,58618,17,26.39,0
2782,33,128803,6,25.78,0
2783,43,55085,15,20.58,16
2784,32,117824,4,36.9,6
2785,34,383282,20,95.26,3
2786,45,89044,1,80.45,7
2787,37,50623,6,61.95,2
2788,33,73900,9,21.71,1
2789,54,370868,3,15.53,9
2790,31,101083,16,45.75,3
2791,43,71576,1,38.39,0
2792,52,123292,6,4.84,5
2793,48,55902,11,2.33,26
2794,36,114727,10,95.6,4
2795,38,75053,14,49.08,13
2796,24,248768,5,79.0,2
2797,37,63950,3,50.9,9
2798,34,378568,3,11.64,9
2799,48,534837,20,0.82,8
2800,32,143603,19,24.93,4
2801,28,51981,14,66.59,5
2802,18,167526,10,4.4,1
2803,32,168290,10,47.19,5
2804,45,84451,1,38.5,15
2805,38,1333706,10,35.84,16
2806,28,253594,2,66.15,2
2807,35,219251,6,70.37,4
2808,37,65558,17,74.09,0
2809,26,128477,15,75.57,4
2810,42,95096,1,98.26,3
2811,27,51976,16,80.48,5
2812,46,56047,5,63.19,22
2813,22,80396,16,50.01,1
2814,21,55066,15,62.92,1
2815,50,82849,14,96.29,23
2816,51,72762,5,6.8,28
2817,34,65307,12,6.93,0
2818,34,132468,13,90.02,10
2819,36,66175,15,37.39,14
2820,18,96232,11,8.05,0
2821,37,93482,5,58.93,6
2822,41,58349,7,55.27,8
2823,30,62769,14,58.81,1
2824,36,2546927,18,88.0,6
2825,20,55863,17,73.58,0
2826,31,109678,9,70.6,7
2827,34,112756,14,83.74,12
2828,51,266158,14,64.95,18
2829,33,466293,8,73.26,6
2830,47,1158269,4,98.16,6
2831,24,2246319,8,16.68,0
2832,19,70931,19,45.6,1
2833,45,174843,12,81.45,16
2834,36,980086,7,95.94,8
2835,26,121919,10,62.69,1
2836,42,147385,4,68.27,5
2837,47,82506,17,26.28,12
2838,35,79848,6,55.1,9
2839,45,50765,5,72.24,13
2840,30,194815,16,26.33,3
2841,28,118179,17,96.84,4
2842,32,396460,12,47.38,5
2843,34,66577,12,5.38,12
2844,42,159811,19,6.96,2
2845,52,51182,3,2.17,25
2846,35,250178,15,3.84,10
2847,18,69151,3,91.39,0
2848,37,56167,1,17.45,0
2849,45,131237,4,48.8,9
2850,41,410703,5,48.75,14
2851,33,121271,16,83.55,5
2852,40,59895,11,59.53,0
2853,57,344057,12,55.15,20
2854,31,144116,6,42.44,8
2855,50,152878,15,79.76,10
2856,37,52718,17,21.54,4
2857,53,60775,14,57.65,20
2858,47,55958,14,92.87,15
2859,33,665394,11,49.78,9
2860,33,107663,10,65.58,3
2861,42,79415,13,97.86,13
2862,43,50227,5,10.94,3
2863,43,51537,20,9.48,21
2864,42,123194,14,50.54,3
2865,32,51961,2,35.0,5
2866,32,104338,7,49.11,7
2867,41,174023,20,31.15,8
2868,40,69930,15,76.89,14
2869,33,139381,3,74.52,6
2870,20,71566,14,69.8,0
2871,32,53779,18,53.05,3
2872,31,90941,19,26.21,7
2873,55,85026,16,6.2,30
2874,35,82690,2,18.35,12
2875,31,118412,3,56.96,7
2876,41,115836,10,5.62,19
2877,33,52246,7,78.38,0
2878,47,216969,13,24.34,10
2879,41,199524,16,72.98,11
2880,46,125924,16,79.91,12
2881,47,57444,20,70.61,13
2882,49,265647,8,61.97,2
2883,45,88998,13,70.92,18
2884,36,237168,18,66.11,10
2885,34,263410,5,5.14,11
2886,48,55392,16,10.56,14
2887,34,50733,9,65.99,12
2888,35,1187405,18,93.18,0
2889,40,146546,1,72.73,17
2890,21,99377,10,13.51,0
2891,42,319445,13,82.22,20
2892,38,54011,2,45.78,2
2893,47,425976,11,89.86,15
2894,35,85230,15,88.22,3
2895,27,54862,17,72.25,2
2896,37,60173,17,72.82,6
2897,31,94055,10,52.57,5
2898,45,117989,1,41.57,3
2899,37,81765,11,69.29,0
2900,36,223668,9,81.02,5
2901,19,176911,1,2.61,0
2902,38,497553,12,2.23,16
2903,39,55628,6,71.52,9
2904,34,365568,11,38.46,1
2905,30,52942,7,40.01,7
2906,33,96496,10,7.79,3
2907,23,1488856,14,91.01,1
2908,21,301773,15,40.37,1
2909,19,172369,4,30.17,0
2910,29,99768,3,75.27,7
2911,27,50807,2,18.64,1
2912,31,68076,13,42.79,9
2913,40,79810,3,28.42,7
2914,44,57933,15,25.5,20
2915,75,1733799,8,26.96,45
2916,45,223740,7,8.48,8
2917,62,79233,2,71.1,26
2918,25,139255,11,34.35,0
2919,28,120966,14,95.07,6
2920,35,121881,8,58.51,13
2921,30,100623,4,0.81,1
2922,29,60550,6,82.92,4
2923,18,153943,16,27.82,1
2924,27,65099,5,91.14,2
2925,54,58693,20,61.0,13
2926,28,98147,1,91.15,0
2927,40,1719688,6,63.85,11
2928,20,304473,10,23.47,1
2929,29,618235,2,69.68,5
2930,50,62252,20,26.68,5
2931,38,79684,12,15.34,4
2932,47,297056,8,64.37,5
2933,54,62860,19,87.84,22
2934,32,181346,3,28.04,2
2935,41,72296,17,68.16,13
2936,57,153789,4,23.4,24
2937,26,331342,17,86.06,1
2938,42,151944,17,40.04,14
2939,45,66302,1,40.15,6
2940,55,80098,6,11.66,5
2941,35,59241,6,65.76,6
2942,27,75799,12,63.68,3
2943,18,137429,16,61.94,1
2944,30,102905,7,26.49,7
2945,41,89078,5,87.63,0
2946,48,58413,17,78.17,14
2947,59,63324,2,47.69,0
2948,27,129471,17,48.48,4
2949,48,83522,8,89.4,23
2950,35,829793,19,22.82,2
2951,41,87461,14,50.38,10
2952,21,176580,15,21.14,1
2953,52,211162,19,84.72,17
2954,46,55389,4,92.69,4
2955,24,68411,16,39.55,0
2956,37,79548,16,55.56,14
2957,30,104434,5,47.46,0
2958,46,81115,3,0.31,23
2959,23,7787483,3,55.59,1
2960,31,141382,11,48.44,6
2961,45,64575,13,35.18,21
2962,34,63079,20,15.32,3
2963,35,202668,11,88.62,4
2964,23,57190,19,93.62,0
2965,35,77998,13,65.66,8
2966,19,62069,13,48.49,1
2967,28,140576,19,15.58,5
2968,24,96731,20,13.56,2
2969,21,146113,12,53.5,0
2970,40,288218,15,49.66,10
2971,26,57034,19,71.34,1
2972,36,162496,6,46.73,9
2973,20,140383,17,18.14,1
2974,27,165181,12,86.74,4
2975,28,106854,15,96.0,4
2976,37,93179,19,77.6,14
2977,35,61613,20,75.24,1
2978,41,78957,5,64.33,0
2979,37,56056,10,5.62,2
2980,21,68568,8,94.83,0
2981,34,75324,3,62.78,10
2982,35,85621,17,11.67,5
2983,36,65411,10,0.49,14
2984,36,95757,15,41.21,12
2985,24,151722,6,92.94,0
2986,26,115472,20,75.32,2
2987,24,170604,16,63.27,1
2988,36,164991,20,84.46,3
2989,50,88429,19,85.51,8
2990,22,77636,2,8.96,0
2991,35,83416,8,75.58,6
2992,34,322458,4,94.94,10
2993,32,99832,1,28.78,2
2994,46,108391,9,28.93,16
2995,23,52135,6,20.18,1
2996,27,56901,3,64.89,4
2997,26,160368,3,61.3,0
2998,31,104459,20,7.65,6
2999,18,140539,4,56.64,1
3000,34,50147,10,32.63,7
3001,33,224419,13,59.21,10
3002,33,237404,4,93.85,6
3003,37,54574,3,26.99,7
3004,32,91807,7,35.32,1
3005,22,80870,11,98.71,1
3006,28,598631,18,79.58,0
3007,25,203966,3,39.11,2
3008,26,79224,16,21.47,2
3009,46,73766,13,54.77,4
3010,41,54842,9,78.83,11
3011,33,53448,1,66.16,1
3012,47,65047,7,90.63,4
3013,22,52628,9,82.84,0
3014,44,79196,6,92.14,14
3015,38,77380,13,86.59,10
3016,22,74853,1,91.23,1
3017,37,65841,18,4.76,1
3018,45,272935,16,38.6,0
3019,37,101518,8,46.45,9
3020,20,70619,7,25.32,1
3021,32,183792,17,8.43,0
3022,31,250741,4,92.78,0
3023,27,261500,8,1.79,1
3024,50,185218,8,85.7,9
3025,28,53219,16,82.25,4
3026,19,147287,1,60.61,0
3027,51,893259,1,4.63,27
3028,26,63731,12,53.09,0
3029,34,58178,13,28.23,5
3030,24,64007,20,96.05,1
3031,49,120952,1,39.65,8
3032,21,1133931,20,81.09,0
3033,45,62501,17,77.28,22
3034,31,305452,5,96.32,0
3035,53,320070,6,23.2,3
3036,48,54462,11,46.95,14
3037,44,65558,1,34.25,21
3038,30,82923,18,64.19,8
3039,54,82869,3,34.77,32
3040,37,5786691,16,4.95,15
3041,30,97795,8,41.28,8
3042,37,75274,2,62.02,12
3043,44,5508555,14,53.07,6
3044,36,90287,6,98.61,0
3045,28,67481,2,41.77,6
3046,28,134897,7,93.69,6
3047,31,107763,1,15.62,8
3048,46,94344,12,66.1,5
3049,19,61597,15,99.44,0
3050,27,389434,15,5.52,5
3051,44,226535,3,42.37,17
3052,39,63621,2,3.44,10
3053,27,79141,19,4.82,1
3054,44,63473,8,4.77,8
3055,47,51321,11,12.82,15
3056,40,52991,3,7.89,10
3057,35,259811,8,61.13,2
3058,40,142088,19,88.83,16
3059,18,174846,9,65.12,0
3060,32,62749,11,0.55,2
3061,30,344812,16,21.47,3
3062,58,93211,1,33.99,14
3063,28,1638805,5,14.13,1
3064,48,252696,5,43.21,20
3065,24,628710,10,23.1,2
3066,23,64082,1,40.12,0
3067,40,120942,17,56.75,6
3068,32,717710,17,64.01,9
3069,31,53003,20,16.52,4
3070,27,404200,2,99.15,3
3071,30,23576051,17,30.11,3
3072,34,65312,12,66.54,1
3073,21,55293,1,70.39,1
3074,25,103278,13,62.67,0
3075,35,57433,15,56.1,10
3076,46,54511,8,72.87,8
3077,44,69612,4,86.69,16
3078,29,57256,17,34.49,6
3079,35,55271,14,87.03,7
3080,55,145847,18,71.03,17
3081,19,55898,10,38.95,1
3082,20,64421,5,52.49,0
3083,50,141062,14,29.05,6
3084,37,130939,18,76.46,12
3085,27,69519,19,84.64,2
3086,37,127787,20,2.72,8
3087,46,169662,14,2.47,11
3088,24,67910,17,4.19,1
3089,27,171017,15,40.01,0
3090,36,108088,5,10.22,0
3091,44,75386,2,18.91,13
3092,35,124460,19,44.77,2
3093,33,98428,4,58.74,11
3094,51,51656,17,23.04,18
3095,23,2256054,2,80.74,1
3096,31,83027,3,73.89,0
3097,28,68899,15,66.62,5
3098,41,574157,12,98.82,0
3099,32,86619,9,12.93,5
3100,47,323190,17,21.66,19
3101,45,58066,10,75.94,12
3102,22,176818,17,77.53,1
3103,30,111960,4,71.23,4
3104,40,59833,19,48.04,17
3105,36,133262,8,51.59,5
3106,34,67883,5,76.91,0
3107,21,314230,1,25.82,1
3108,28,88466,20,66.2,6
3109,40,189612,19,95.66,7
3110,32,52495,2,54.55,1
3111,31,173452,8,23.62,5
3112,30,126759,2,7.21,4
3113,18,58615,19,59.87,0
3114,27,810004,9,70.18,5
3115,36,736460,9,44.99,9
3116,27,75085,8,88.03,4
3117,19,162972,5,97.22,0
3118,50,91369,17,62.72,1
3119,18,242888,2,40.02,1
3120,33,118150,19,58.23,3
3121,41,103378,10,33.24,9
3122,47,595023,7,90.13,21
3123,41,520494,16,30.5,14
3124,40,218933,17,14.19,4
3125,59,156041,3,59.54,6
3126,44,195629,14,10.13,4
3127,36,106059,8,83.49,1
3128,24,87420,19,52.59,1
3129,30,203677,1,64.5,6
3130,56,157808,9,66.68,10
3131,30,556762,1,49.59,3
3132,18,131859,18,1.95,0
3133,36,57565,3,38.18,14
3134,27,331190,5,71.66,1
3135,29,71217,1,31.1,0
3136,37,521143,3,45.9,10
3137,24,68431,11,38.3,0
3138,43,139255,14,53.8,10
3139,46,105750,1,14.52,23
3140,18,79453,19,90.08,0
3141,18,109473,14,12.78,0
3142,48,67138,3,82.87,9
3143,29,150354,17,32.94,1
3144,33,115309,20,85.66,3
3145,47,61652,6,70.91,21
3146,25,95468,1,32.88,2
3147,37,259772,18,59.71,3
3148,45,52138,20,18.51,21
3149,34,58328,7,76.82,7
3150,26,383434,12,46.58,3
3151,37,52412,4,63.44,5
3152,51,109022,11,7.14,22
3153,41,58752,10,0.05,7
3154,52,57594,1,65.91,1
3155,18,1810241,8,28.12,1
3156,29,81590,11,18.79,5
3157,41,57031,6,95.61,16
3158,30,71541,4,36.35,2
3159,45,179320,19,53.14,2
3160,52,52833,1,63.29,17
3161,25,221963,20,21.75,2
3162,20,79513,7,23.75,1
3163,37,127443,13,48.75,12
3164,33,942984,9,10.49,2
3165,48,63734,18,46.67,20
3166,47,443796,4,34.63,4
3167,44,210498,13,47.64,9
3168,26,393518,15,59.97,0
3169,46,305686,3,24.43,17
3170,49,79375,8,61.96,24
3171,51,99810,18,46.69,5
3172,45,55738,17,0.51,23
3173,42,51597,6,26.49,4
3174,39,80396,6,50.11,10
3175,23,187773,18,79.02,1
3176,27,85201,3,29.23,5
3177,49,108449,20,23.15,5
3178,18,60655,9,25.0,1
3179,26,332563,5,15.14,4
3180,37,53130,20,52.0,15
3181,21,63474,5,37.02,1
3182,28,58593,4,63.75,3
3183,25,74020,7,82.24,0
3184,33,51705,6,34.71,8
3185,32,65833,2,21.34,1
3186,38,98529,19,67.76,12
3187,36,104690,16,43.0,12
3188,34,336362,4,86.44,5
3189,32,50989,9,2.47,8
3190,21,62234,17,52.27,0
3191,40,314075,1,26.86,13
3192,36,67947,20,4.66,0
3193,18,111171,16,22.68,1
3194,32,126757,16,30.91,5
3195,19,53229,6,30.46,1
3196,31,346940,5,98.28,6
3197,42,268542,8,85.78,14
3198,40,761755,2,85.63,18
3199,41,190512,18,12.99,15
3200,52,162670,10,22.54,4
3201,36,166451,19,89.66,8
3202,38,57802,2,44.03,15
3203,23,366085,14,59.5,0
3204,45,61414,1,32.94,23
3205,27,325137,2,89.54,2
3206,33,102542,19,40.49,4
3207,40,261328,11,34.74,9
3208,39,82534,15,79.77,6
3209,41,178530,10,97.13,13
3210,51,67341,20,83.48,7
3211,41,4831837,12,43.06,2
3212,28,52779,1,78.15,0
3213,27,125185,13,18.87,2
3214,38,136550,8,98.24,6
3215,19,80041,17,63.91,0
3216,26,90426,15,93.41,4
3217,18,62644,10,42.41,1
3218,34,93065,5,17.67,3
3219,54,965523,5,43.98,21
3220,27,1187051,14,37.94,0
3221,42,568442,3,33.84,16
3222,18,110318,17,89.9,0
3223,50,94579,16,26.9,17
3224,35,135717,5,39.32,10
3225,26,1923835,9,28.43,4
3226,33,148759,2,79.79,10
3227,19,2828397,4,44.33,1
3228,26,54373,14,49.85,4
3229,56,113600,13,29.22,18
3230,35,129663,19,89.84,8
3231,48,54553,14,78.56,13
3232,45,51705,15,79.05,17
3233,27,64860,1,72.95,1
3234,52,63032,13,70.21,9
3235,21,410420,18,78.02,1
3236,35,152912,4,7.6,5
3237,21,120106,11,6.41,0
3238,38,98956,7,9.41,6
3239,39,2188486,19,23.23,10
3240,43,61747,16,90.38,3
3241,31,72623,4,23.25,2
3242,23,99624,4,28.31,1
3243,31,2519495,10,33.58,5
3244,44,68159,10,43.27,12
3245,34,399356,2,34.99,1
3246,32,68707,18,7.9,9
3247,31,73279,12,56.66,5
3248,43,59423,7,51.71,8
3249,36,208263,1,76.57,7
3250,19,84815,5,21.09,1
3251,24,54995,20,75.42,1
